id_orden,fecha_venta,mes_venta,categoria,metodo_pago,region,estado_envio,genero_cliente,precio_unitario,cantidad,descuento_pct,total_venta,edad_cliente,calificacion,dias_envio,costo_envio,comentario_cliente,descripcion_producto
ORD-00938,2023-01-28,January,Electrónica,Tarjeta de crédito,Centro,Entregado,F,4575.78,16,0.15,62230.61,19,3.3,14,90.46,"Producto de alta calidad, superó todas mis expectativas.",Dispositivo de última generación con tecnología avanzada.
ORD-00939,2023-03-19,March,Electrónica,Efectivo,Este,Entregado,No especificado,632.87,11,0.03,6752.72,50,3.8,13,234.01,"Entrega puntual, producto exactamente como se describía en la página.",Material premium con acabado de alta calidad y durabilidad.
ORD-00940,2023-03-18,March,Ropa,Tarjeta de débito,Centro,Entregado,F,2903.76,14,0.36,26017.69,29,2.3,1,157.62,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Edición especial con características exclusivas para el usuario.
ORD-00941,2023-10-16,October,Deportes,Tarjeta de débito,Sur,Entregado,F,1406.57,3,0.36,2700.61,39,3.5,11,286.98,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00942,2023-06-05,June,Electrónica,Tarjeta de crédito,Sur,Entregado,F,2793.18,19,0.34,35026.48,30,1.2,3,144.32,"El producto no cumplió mis expectativas, la calidad es regular.",Dispositivo de última generación con tecnología avanzada.
ORD-00943,2023-02-13,February,Electrónica,PayPal,Este,En tránsito,M,3274.53,18,0.34,38901.42,27,1.4,2,203.09,"Muy buena compra, lo recomiendo ampliamente a todos.",Compatible con múltiples plataformas y sistemas operativos.
ORD-00944,2023-05-08,May,Deportes,Tarjeta de crédito,Oeste,Devuelto,F,4157.22,10,0.19,33673.48,34,3.8,12,152.94,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Diseño ergonómico ideal para uso diario y profesional.
ORD-00945,2023-03-02,March,Hogar,PayPal,Norte,Entregado,M,1071.79,6,0.07,5980.59,60,2.5,10,282.89,Tardó más de lo esperado pero el producto está bien.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00946,2023-10-13,October,Electrónica,Tarjeta de débito,Sur,En tránsito,M,104.43,13,0.19,1099.65,22,3.7,5,119.6,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00947,2023-08-02,August,Juguetes,Tarjeta de crédito,Oeste,Cancelado,F,727.58,10,0.2,5820.64,26,4.3,13,68.94,No era exactamente lo que buscaba pero funciona correctamente.,Material premium con acabado de alta calidad y durabilidad.
ORD-00948,2023-11-07,November,Ropa,Tarjeta de débito,Oeste,Entregado,F,4505.09,18,0.2,64873.3,30,4.4,8,97.99,"El producto no cumplió mis expectativas, la calidad es regular.",Compatible con múltiples plataformas y sistemas operativos.
ORD-00949,2023-11-02,November,Ropa,Tarjeta de crédito,Centro,Entregado,F,4375.76,16,0.22,54609.48,69,1.7,9,255.83,No era exactamente lo que buscaba pero funciona correctamente.,Dispositivo de última generación con tecnología avanzada.
ORD-00950,2023-11-13,November,Deportes,Tarjeta de débito,Sur,Devuelto,F,3007.19,6,0.1,16238.83,40,2.9,9,149.38,El empaque llegó dañado aunque el producto estaba bien.,Producto certificado con garantía extendida de 12 meses.
ORD-00951,2023-04-26,April,Ropa,Tarjeta de débito,Este,Entregado,M,3022.56,13,0.15,33399.29,47,3.9,1,106.28,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Dispositivo de última generación con tecnología avanzada.
ORD-00952,2023-09-25,September,Belleza,Tarjeta de débito,Oeste,Entregado,F,3341.93,4,0.17,11095.21,60,4.1,1,163.28,El empaque llegó dañado aunque el producto estaba bien.,Compatible con múltiples plataformas y sistemas operativos.
ORD-00953,2023-07-14,July,Alimentos,Transferencia,Este,Cancelado,M,918.09,14,0.05,12210.6,21,4.1,1,39.97,El empaque llegó dañado aunque el producto estaba bien.,Fabricado con materiales sustentables y proceso ecológico.
ORD-00954,2023-08-19,August,Libros,Tarjeta de crédito,Este,Entregado,F,4576.34,1,0.18,3752.6,38,1.9,1,1.61,"Producto de alta calidad, superó todas mis expectativas.",Producto certificado con garantía extendida de 12 meses.
ORD-00955,2023-08-15,August,Alimentos,Transferencia,Sur,En tránsito,F,2122.91,5,0.32,7217.89,60,1.8,9,84.18,"Producto de alta calidad, superó todas mis expectativas.",Dispositivo de última generación con tecnología avanzada.
ORD-00956,2023-06-02,June,Ropa,Tarjeta de débito,Este,En tránsito,M,1946.54,8,0.33,10433.45,26,3.4,1,181.5,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00957,2023-10-29,October,Deportes,Efectivo,Este,Entregado,F,2618.64,12,0.16,26395.89,24,4.0,7,213.5,El empaque llegó dañado aunque el producto estaba bien.,Diseño ergonómico ideal para uso diario y profesional.
ORD-00958,2023-08-08,August,Alimentos,PayPal,Norte,Entregado,F,282.48,2,0.21,446.32,33,2.3,6,247.98,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Producto certificado con garantía extendida de 12 meses.
ORD-00959,2023-06-06,June,Deportes,Tarjeta de crédito,Este,Entregado,F,873.1,12,0.01,10372.43,40,1.4,9,278.0,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Diseño ergonómico ideal para uso diario y profesional.
ORD-00960,2023-10-19,October,Deportes,Tarjeta de crédito,Norte,Entregado,F,3703.27,5,0.27,13516.94,40,3.9,11,123.63,"El producto no cumplió mis expectativas, la calidad es regular.",Material premium con acabado de alta calidad y durabilidad.
ORD-00961,2023-11-14,November,Belleza,PayPal,Sur,Entregado,F,459.85,5,0.16,1931.37,48,2.2,9,222.16,El empaque llegó dañado aunque el producto estaba bien.,Fabricado con materiales sustentables y proceso ecológico.
ORD-00962,2023-01-31,January,Alimentos,Transferencia,Este,Entregado,M,3035.6,13,0.18,32359.5,22,1.7,4,22.4,"Entrega puntual, producto exactamente como se describía en la página.",Diseño ergonómico ideal para uso diario y profesional.
ORD-00963,2023-11-09,November,Juguetes,PayPal,Oeste,Entregado,F,1264.48,9,0.35,7397.21,23,1.6,9,17.26,Tardó más de lo esperado pero el producto está bien.,Fabricado con materiales sustentables y proceso ecológico.
ORD-00964,2023-02-20,February,Libros,Efectivo,Este,Entregado,F,1977.01,10,0.18,16211.48,68,2.3,14,37.44,"Entrega puntual, producto exactamente como se describía en la página.",Dispositivo de última generación con tecnología avanzada.
ORD-00965,2023-04-17,April,Belleza,Tarjeta de débito,Norte,Entregado,F,1479.03,1,0.01,1464.24,18,3.4,13,134.57,"Entrega puntual, producto exactamente como se describía en la página.",Compatible con múltiples plataformas y sistemas operativos.
ORD-00966,2023-11-17,November,Alimentos,PayPal,Oeste,Entregado,M,1810.58,3,0.09,4942.88,65,2.4,14,63.38,"Producto de alta calidad, superó todas mis expectativas.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00967,2023-04-19,April,Electrónica,PayPal,Sur,Devuelto,M,3609.28,18,0.19,52623.3,45,1.1,6,86.08,"Muy buena compra, lo recomiendo ampliamente a todos.",Compatible con múltiples plataformas y sistemas operativos.
ORD-00968,2023-05-16,May,Hogar,Tarjeta de débito,Centro,Entregado,M,1520.75,12,0.17,15146.67,35,1.4,5,194.36,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Diseño ergonómico ideal para uso diario y profesional.
ORD-00969,2023-12-05,December,Ropa,Tarjeta de crédito,Centro,Entregado,M,2853.7,3,0.34,5650.33,41,2.2,9,107.56,El empaque llegó dañado aunque el producto estaba bien.,Fabricado con materiales sustentables y proceso ecológico.
ORD-00970,2023-02-11,February,Juguetes,Efectivo,Norte,Cancelado,M,2406.45,9,0.22,16893.28,30,3.6,7,167.21,El empaque llegó dañado aunque el producto estaba bien.,Material premium con acabado de alta calidad y durabilidad.
ORD-00971,2023-03-22,March,Electrónica,PayPal,Sur,Entregado,F,3335.17,2,0.28,4802.64,50,1.4,9,123.72,"Producto de alta calidad, superó todas mis expectativas.",Fabricado con materiales sustentables y proceso ecológico.
ORD-00972,2023-05-03,May,Deportes,PayPal,Sur,Entregado,F,4687.31,3,0.19,11390.16,27,3.2,5,50.69,No era exactamente lo que buscaba pero funciona correctamente.,Producto certificado con garantía extendida de 12 meses.
ORD-00973,2023-03-30,March,Electrónica,Tarjeta de crédito,Este,Entregado,F,3676.23,14,0.18,42203.12,24,1.5,4,22.21,No era exactamente lo que buscaba pero funciona correctamente.,Material premium con acabado de alta calidad y durabilidad.
ORD-00974,2023-10-10,October,Belleza,Efectivo,Centro,Entregado,F,1113.95,4,0.18,3653.76,54,1.8,10,70.87,"El producto no cumplió mis expectativas, la calidad es regular.",Edición especial con características exclusivas para el usuario.
ORD-00975,2023-02-08,February,Electrónica,Tarjeta de débito,Este,Entregado,M,204.36,19,0.16,3261.59,49,1.7,3,17.31,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Edición especial con características exclusivas para el usuario.
ORD-00976,2023-03-22,March,Libros,Tarjeta de débito,Sur,Entregado,F,1348.21,13,0.22,13670.85,62,1.3,5,185.58,"Entrega puntual, producto exactamente como se describía en la página.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00977,2023-01-02,January,Deportes,Transferencia,Norte,Entregado,No especificado,2995.64,7,0.1,18872.53,39,3.7,9,238.72,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Edición especial con características exclusivas para el usuario.
ORD-00978,2023-07-29,July,Juguetes,Efectivo,Norte,Entregado,F,304.56,12,0.36,2339.02,33,2.9,3,101.92,No era exactamente lo que buscaba pero funciona correctamente.,Edición especial con características exclusivas para el usuario.
ORD-00979,2023-08-19,August,Alimentos,Efectivo,Oeste,Entregado,M,2507.01,3,0.13,6543.3,41,4.3,1,116.13,"Muy buena compra, lo recomiendo ampliamente a todos.",Producto certificado con garantía extendida de 12 meses.
ORD-00980,2023-12-19,December,Juguetes,PayPal,Norte,Entregado,F,3004.37,9,0.06,25416.97,69,1.4,2,244.86,"Muy buena compra, lo recomiendo ampliamente a todos.",Dispositivo de última generación con tecnología avanzada.
ORD-00981,2023-11-01,November,Deportes,Transferencia,Centro,Entregado,M,1704.51,2,0.04,3272.66,31,1.6,10,66.78,El empaque llegó dañado aunque el producto estaba bien.,Compatible con múltiples plataformas y sistemas operativos.
ORD-00982,2023-08-29,August,Ropa,Tarjeta de débito,Oeste,Entregado,M,3866.02,9,0.01,34446.24,28,2.2,5,35.75,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Producto certificado con garantía extendida de 12 meses.
ORD-00983,2023-05-30,May,Alimentos,Efectivo,Centro,En tránsito,M,577.66,12,0.17,5753.49,36,4.1,3,150.34,"Entrega puntual, producto exactamente como se describía en la página.",Edición especial con características exclusivas para el usuario.
ORD-00984,2023-01-17,January,Juguetes,Efectivo,Este,Entregado,F,421.93,12,0.08,4658.11,40,2.2,6,193.86,"Entrega puntual, producto exactamente como se describía en la página.",Dispositivo de última generación con tecnología avanzada.
ORD-00985,2023-04-29,April,Juguetes,Tarjeta de crédito,Este,Entregado,F,3654.53,15,0.01,54269.77,51,2.6,11,179.9,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00986,2023-05-28,May,Ropa,Tarjeta de débito,Norte,Entregado,M,2502.68,2,0.21,3954.23,57,2.2,8,214.16,"El producto no cumplió mis expectativas, la calidad es regular.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00987,2023-12-28,December,Ropa,Tarjeta de crédito,Oeste,En tránsito,F,3457.59,18,0.27,45432.73,30,1.3,6,17.03,"El producto no cumplió mis expectativas, la calidad es regular.",Dispositivo de última generación con tecnología avanzada.
ORD-00988,2023-05-25,May,Alimentos,Transferencia,Centro,Entregado,F,2202.4,13,0.03,27772.26,56,4.8,10,128.46,"Muy buena compra, lo recomiendo ampliamente a todos.",Fabricado con materiales sustentables y proceso ecológico.
ORD-00989,2023-12-26,December,Belleza,Efectivo,Centro,Entregado,M,1269.69,14,0.18,14576.04,61,3.2,9,71.57,El empaque llegó dañado aunque el producto estaba bien.,Dispositivo de última generación con tecnología avanzada.
ORD-00990,2023-08-21,August,Juguetes,Transferencia,Sur,Entregado,F,4104.56,5,0.3,14365.96,45,4.2,6,227.74,Tardó más de lo esperado pero el producto está bien.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-00991,2023-02-06,February,Juguetes,Tarjeta de crédito,Norte,Entregado,M,4007.11,10,0.39,24443.37,57,3.6,14,261.82,El empaque llegó dañado aunque el producto estaba bien.,Fabricado con materiales sustentables y proceso ecológico.
ORD-00992,2023-12-18,December,Juguetes,Tarjeta de débito,Este,Entregado,F,3488.75,12,0.27,30561.45,33,3.1,5,84.4,El empaque llegó dañado aunque el producto estaba bien.,Edición especial con características exclusivas para el usuario.
ORD-00993,2023-04-30,April,Ropa,Efectivo,Sur,Devuelto,M,1397.12,10,0.1,12574.08,67,1.4,4,28.57,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Fabricado con materiales sustentables y proceso ecológico.
ORD-00994,2023-05-16,May,Juguetes,Tarjeta de débito,Este,Entregado,F,2971.64,11,0.29,23208.51,68,3.6,2,76.03,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Material premium con acabado de alta calidad y durabilidad.
ORD-00995,2023-11-17,November,Electrónica,Transferencia,Este,Entregado,M,1836.82,2,0.24,2791.97,45,1.6,6,31.2,"Entrega puntual, producto exactamente como se describía en la página.",Dispositivo de última generación con tecnología avanzada.
ORD-00996,2023-10-29,October,Electrónica,PayPal,Centro,Entregado,M,503.33,5,0.08,2315.32,21,2.7,2,96.73,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Fabricado con materiales sustentables y proceso ecológico.
ORD-00997,2023-12-05,December,Ropa,Tarjeta de débito,Este,Entregado,M,4590.7,7,0.34,21209.03,45,3.5,5,161.46,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Diseño ergonómico ideal para uso diario y profesional.
ORD-00998,2023-04-12,April,Ropa,Tarjeta de débito,Oeste,Entregado,F,727.25,6,0.17,3621.7,29,4.1,1,292.1,No era exactamente lo que buscaba pero funciona correctamente.,Compatible con múltiples plataformas y sistemas operativos.
ORD-00999,2023-08-06,August,Ropa,Tarjeta de débito,Este,Entregado,F,4753.67,3,0.38,8841.83,33,3.7,3,119.81,El empaque llegó dañado aunque el producto estaba bien.,Fabricado con materiales sustentables y proceso ecológico.
ORD-01000,2023-02-28,February,Hogar,Efectivo,Oeste,Entregado,M,2257.73,13,0.29,20838.85,66,3.7,10,66.01,"Entrega puntual, producto exactamente como se describía en la página.",Dispositivo de última generación con tecnología avanzada.
ORD-01001,2023-10-06,October,Alimentos,Transferencia,Este,Entregado,M,966.41,3,0.26,2145.43,53,1.6,5,50.04,"Producto de alta calidad, superó todas mis expectativas.",Material premium con acabado de alta calidad y durabilidad.
ORD-01002,2023-04-26,April,Ropa,Transferencia,Sur,Entregado,F,2732.41,6,0.29,11640.07,37,2.4,13,51.91,No era exactamente lo que buscaba pero funciona correctamente.,Compatible con múltiples plataformas y sistemas operativos.
ORD-01003,2023-11-28,November,Belleza,Efectivo,Centro,Entregado,F,4371.08,11,0.19,38946.32,43,1.2,13,57.78,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-01004,2023-03-18,March,Hogar,Tarjeta de débito,Sur,Entregado,F,3674.51,17,0.2,49973.34,43,3.9,7,228.68,"Muy buena compra, lo recomiendo ampliamente a todos.",Producto certificado con garantía extendida de 12 meses.
ORD-01005,2023-05-17,May,Ropa,Tarjeta de débito,Centro,Entregado,F,4042.48,10,0.34,26680.37,39,4.8,8,18.31,"Muy buena compra, lo recomiendo ampliamente a todos.",Material premium con acabado de alta calidad y durabilidad.
ORD-01006,2023-03-14,March,Deportes,PayPal,Sur,Devuelto,F,3310.98,12,0.27,29004.18,26,2.1,7,299.22,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Diseño ergonómico ideal para uso diario y profesional.
ORD-01007,2023-02-06,February,Libros,Tarjeta de débito,Norte,Entregado,M,3476.77,17,0.36,37827.26,22,1.4,7,156.81,"Muy buena compra, lo recomiendo ampliamente a todos.",Compatible con múltiples plataformas y sistemas operativos.
ORD-01008,2023-01-31,January,Juguetes,Tarjeta de crédito,Este,Entregado,F,4253.52,4,0.36,10889.01,34,2.9,11,163.28,Tardó más de lo esperado pero el producto está bien.,Material premium con acabado de alta calidad y durabilidad.
ORD-01009,2023-03-26,March,Juguetes,Tarjeta de débito,Este,En tránsito,F,1285.86,2,0.39,1568.75,66,4.4,2,107.27,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-01010,2023-06-07,June,Electrónica,PayPal,Norte,Entregado,M,2472.65,11,0.28,19583.39,51,3.2,6,207.08,"El producto no cumplió mis expectativas, la calidad es regular.",Dispositivo de última generación con tecnología avanzada.
ORD-01011,2023-11-01,November,Deportes,Tarjeta de crédito,Norte,En tránsito,M,1144.99,7,0.2,6411.94,19,1.2,5,141.44,Tardó más de lo esperado pero el producto está bien.,Diseño ergonómico ideal para uso diario y profesional.
ORD-01012,2023-10-19,October,Libros,PayPal,Oeste,Entregado,F,4938.96,2,0.07,9186.47,24,4.9,11,98.72,"Muy buena compra, lo recomiendo ampliamente a todos.",Edición especial con características exclusivas para el usuario.
ORD-01013,2023-05-28,May,Juguetes,PayPal,Sur,Entregado,F,4723.09,18,0.28,61211.25,53,4.3,9,79.54,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Producto certificado con garantía extendida de 12 meses.
ORD-01014,2023-08-13,August,Juguetes,Transferencia,Este,Entregado,F,245.16,4,0.12,862.96,30,1.5,12,277.7,"El producto no cumplió mis expectativas, la calidad es regular.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-01015,2023-03-05,March,Hogar,Efectivo,Oeste,Entregado,M,3542.6,8,0.11,25223.31,37,4.7,10,87.3,"El producto no cumplió mis expectativas, la calidad es regular.",Compatible con múltiples plataformas y sistemas operativos.
ORD-01016,2023-08-28,August,Electrónica,PayPal,Este,Entregado,M,4629.98,14,0.1,58337.75,47,2.8,11,130.92,"El producto no cumplió mis expectativas, la calidad es regular.",Fabricado con materiales sustentables y proceso ecológico.
ORD-01017,2023-12-19,December,Hogar,Tarjeta de débito,Norte,En tránsito,M,943.85,12,0.35,7362.03,47,2.5,4,105.1,No era exactamente lo que buscaba pero funciona correctamente.,Edición especial con características exclusivas para el usuario.
ORD-01018,2023-06-05,June,Belleza,Transferencia,Oeste,Entregado,No especificado,2861.33,18,0.35,33477.56,28,2.8,12,25.85,"Producto de alta calidad, superó todas mis expectativas.",Fabricado con materiales sustentables y proceso ecológico.
ORD-01019,2023-12-25,December,Belleza,Tarjeta de crédito,Oeste,Entregado,No especificado,4581.67,11,0.25,37798.78,48,4.3,7,55.78,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Compatible con múltiples plataformas y sistemas operativos.
ORD-01020,2023-07-26,July,Hogar,Efectivo,Oeste,Entregado,M,218.03,8,0.19,1412.83,20,3.6,11,56.85,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Diseño ergonómico ideal para uso diario y profesional.
ORD-01021,2023-05-20,May,Electrónica,Transferencia,Sur,Entregado,M,3502.23,2,0.27,5113.26,19,1.2,8,208.09,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Edición especial con características exclusivas para el usuario.
ORD-01022,2023-09-14,September,Libros,PayPal,Oeste,Entregado,M,1521.88,15,0.24,17349.43,65,4.8,14,121.98,"Producto de alta calidad, superó todas mis expectativas.",Material premium con acabado de alta calidad y durabilidad.
ORD-01023,2023-10-04,October,Electrónica,Transferencia,Este,Entregado,M,4625.76,9,0.17,34554.43,20,1.6,6,234.59,"El producto no cumplió mis expectativas, la calidad es regular.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-01024,2023-09-10,September,Ropa,Tarjeta de débito,Sur,Entregado,M,4856.74,19,0.15,78436.35,32,4.0,3,212.69,"El producto no cumplió mis expectativas, la calidad es regular.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-01025,2023-08-13,August,Alimentos,Tarjeta de débito,Este,Entregado,M,4724.12,8,0.15,32124.02,34,3.5,11,57.61,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Diseño ergonómico ideal para uso diario y profesional.
ORD-01026,2023-02-11,February,Hogar,Tarjeta de débito,Oeste,En tránsito,F,2397.36,19,0.24,34617.88,65,1.8,5,168.88,"Entrega puntual, producto exactamente como se describía en la página.",Diseño ergonómico ideal para uso diario y profesional.
ORD-01027,2023-11-03,November,Ropa,Efectivo,Oeste,Devuelto,F,4317.11,5,0.26,15973.31,69,1.7,1,222.87,"Muy buena compra, lo recomiendo ampliamente a todos.",Fabricado con materiales sustentables y proceso ecológico.
ORD-01028,2023-01-21,January,Electrónica,Transferencia,Este,Entregado,M,4230.52,11,0.18,38159.29,24,4.5,14,189.91,"El producto no cumplió mis expectativas, la calidad es regular.",Compatible con múltiples plataformas y sistemas operativos.
ORD-01029,2023-08-10,August,Electrónica,Transferencia,Centro,Entregado,F,1629.55,15,0.39,14910.38,65,2.7,13,180.0,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Dispositivo de última generación con tecnología avanzada.
ORD-01030,2023-06-15,June,Juguetes,PayPal,Oeste,Entregado,F,4153.13,8,0.03,32228.29,22,3.6,8,221.88,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Fabricado con materiales sustentables y proceso ecológico.
ORD-01031,2023-11-06,November,Belleza,Tarjeta de crédito,Oeste,Cancelado,M,233.19,19,0.14,3810.32,51,3.0,12,17.03,Tardó más de lo esperado pero el producto está bien.,Producto certificado con garantía extendida de 12 meses.
ORD-01032,2023-05-09,May,Libros,Tarjeta de débito,Sur,Entregado,F,3001.54,8,0.17,19930.23,50,3.9,12,219.43,Tardó más de lo esperado pero el producto está bien.,Material premium con acabado de alta calidad y durabilidad.
ORD-01033,2023-01-14,January,Hogar,Tarjeta de crédito,Este,Entregado,M,1188.54,19,0.01,22356.44,62,2.9,12,81.8,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Producto certificado con garantía extendida de 12 meses.
ORD-01034,2023-02-16,February,Belleza,Tarjeta de crédito,Oeste,Entregado,M,646.81,18,0.15,9896.19,33,2.1,11,171.56,No era exactamente lo que buscaba pero funciona correctamente.,Edición especial con características exclusivas para el usuario.
ORD-01035,2023-04-28,April,Deportes,Tarjeta de débito,Este,Entregado,M,430.92,10,0.11,3835.19,54,2.5,2,72.69,"Muy buena compra, lo recomiendo ampliamente a todos.",Dispositivo de última generación con tecnología avanzada.
ORD-01036,2023-12-12,December,Electrónica,Tarjeta de débito,Sur,Devuelto,No especificado,3496.63,7,0.2,19581.13,20,4.4,13,251.65,"Muy buena compra, lo recomiendo ampliamente a todos.",Diseño ergonómico ideal para uso diario y profesional.
ORD-01037,2023-10-22,October,Juguetes,PayPal,Este,Entregado,F,1732.38,9,0.13,13564.54,64,2.9,10,144.17,"Producto de alta calidad, superó todas mis expectativas.",Compatible con múltiples plataformas y sistemas operativos.
ORD-01038,2023-10-28,October,Deportes,Efectivo,Este,Entregado,M,3637.6,1,0.29,2582.7,65,1.9,7,192.88,"Muy buena compra, lo recomiendo ampliamente a todos.",Compatible con múltiples plataformas y sistemas operativos.
ORD-01039,2023-01-11,January,Hogar,Tarjeta de débito,Sur,Entregado,F,373.51,19,0.2,5677.35,60,4.7,9,238.22,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Fabricado con materiales sustentables y proceso ecológico.
ORD-01040,2023-12-11,December,Ropa,Tarjeta de crédito,Oeste,Entregado,M,1610.69,5,0.05,7650.78,68,4.2,1,268.59,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Dispositivo de última generación con tecnología avanzada.
ORD-01041,2023-05-18,May,Alimentos,PayPal,Este,Entregado,No especificado,2720.48,19,0.3,36182.38,67,1.2,13,219.62,El empaque llegó dañado aunque el producto estaba bien.,Diseño ergonómico ideal para uso diario y profesional.
ORD-01042,2023-10-23,October,Alimentos,Transferencia,Centro,Devuelto,F,3964.08,1,0.04,3805.52,38,5.0,4,44.63,El empaque llegó dañado aunque el producto estaba bien.,Producto certificado con garantía extendida de 12 meses.
ORD-01043,2023-01-21,January,Alimentos,PayPal,Oeste,Devuelto,F,1627.82,15,0.34,16115.42,58,3.8,7,256.36,No era exactamente lo que buscaba pero funciona correctamente.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-01044,2023-03-31,March,Hogar,Tarjeta de débito,Sur,Cancelado,F,3148.16,16,0.37,31733.45,25,1.6,14,185.57,No era exactamente lo que buscaba pero funciona correctamente.,Edición especial con características exclusivas para el usuario.
ORD-01045,2023-08-29,August,Belleza,Tarjeta de débito,Norte,Entregado,F,4435.59,7,0.13,27012.74,39,1.9,9,182.83,"Producto de alta calidad, superó todas mis expectativas.",Material premium con acabado de alta calidad y durabilidad.
ORD-01046,2023-09-23,September,Libros,Efectivo,Centro,Entregado,F,3098.52,12,0.37,23424.81,68,3.8,2,276.4,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Compatible con múltiples plataformas y sistemas operativos.
ORD-01047,2023-11-30,November,Deportes,PayPal,Oeste,En tránsito,F,1203.15,8,0.32,6545.14,22,4.1,2,74.65,"Producto de alta calidad, superó todas mis expectativas.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-01048,2023-08-15,August,Juguetes,Tarjeta de débito,Sur,Entregado,M,170.78,5,0.37,537.96,34,2.0,6,71.88,No era exactamente lo que buscaba pero funciona correctamente.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-01049,2023-05-23,May,Belleza,Tarjeta de crédito,Centro,Entregado,M,4356.99,10,0.27,31806.03,54,2.0,3,153.96,"Muy buena compra, lo recomiendo ampliamente a todos.",Diseño ergonómico ideal para uso diario y profesional.
ORD-01050,2023-04-03,April,Deportes,Tarjeta de crédito,Oeste,Entregado,M,155.28,5,0.09,706.52,31,2.2,4,225.26,"Producto de alta calidad, superó todas mis expectativas.",Fabricado con materiales sustentables y proceso ecológico.
ORD-01051,2023-10-27,October,Ropa,PayPal,Norte,Cancelado,M,4379.77,17,0.36,47651.9,56,3.4,3,134.17,"Muy buena compra, lo recomiendo ampliamente a todos.",Compatible con múltiples plataformas y sistemas operativos.
ORD-01052,2023-08-12,August,Belleza,Efectivo,Oeste,Entregado,M,2668.24,5,0.07,12407.32,58,1.7,13,190.17,"Entrega puntual, producto exactamente como se describía en la página.",Compatible con múltiples plataformas y sistemas operativos.
ORD-01053,2023-11-22,November,Juguetes,PayPal,Norte,Entregado,M,4698.39,15,0.09,64133.02,45,1.4,1,135.76,"Entrega puntual, producto exactamente como se describía en la página.",Diseño ergonómico ideal para uso diario y profesional.
ORD-01054,2023-09-09,September,Ropa,Efectivo,Norte,Entregado,M,4003.98,13,0.11,46326.05,48,3.7,14,183.12,No era exactamente lo que buscaba pero funciona correctamente.,Material premium con acabado de alta calidad y durabilidad.
ORD-01055,2023-02-16,February,Electrónica,Tarjeta de crédito,Este,En tránsito,F,4989.77,1,0.12,4391.0,34,4.1,14,246.68,"Entrega puntual, producto exactamente como se describía en la página.",Material premium con acabado de alta calidad y durabilidad.
ORD-01056,2023-08-29,August,Belleza,Tarjeta de débito,Sur,En tránsito,F,1786.02,11,0.21,15520.51,52,3.0,6,54.14,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Dispositivo de última generación con tecnología avanzada.
