marca,modelo,anio,precio,kilometraje,tipo,color,condicion,ventas
Kia,Forte,2018,21700.0,28457.0,Sedán,Negro,Excelente,399
Hyundai,Tucson,2021,17500.0,69452.0,Sedán,Gris,Bueno,341
Volkswagen,Jetta,2020,26000.0,36683.0,Sedán,Azul,Bueno,391
Nissan,Sentra,2017,14900.0,28053.0,Sedán,Negro,Excelente,401
Chevrolet,Silverado,2018,24000.0,44487.0,SUV,Negro,Bueno,397
Chevrolet,Equinox,2023,33200.0,8699.0,Hatchback,Azul,Excelente,388
Hyundai,Sonata,2019,21600.0,38852.0,Pickup,Negro,Bueno,370
Hyundai,Elantra,2019,16800.0,78871.0,Sedán,Azul,Bueno,409
Hyundai,Elantra,2017,9900.0,50111.0,Hatchback,Gris,Bueno,428
Hyundai,Sonata,2018,19300.0,61838.0,SUV,Blanco,Bueno,354
Toyota,RAV4,2019,24800.0,20215.0,Sedán,Plateado,Excelente,411
Kia,Forte,2023,23700.0,13293.0,Sedán,Rojo,Excelente,353
Ford,Explorer,2020,30700.0,66919.0,Sedán,Azul,Bueno,377
Nissan,Altima,2016,9000.0,113549.0,Sedán,Plateado,Regular,336
Mercedes,E300,2022,54500.0,78189.0,Pickup,Negro,Bueno,258
Volkswagen,Golf,2016,19600.0,81977.0,SUV,Blanco,Regular,300
Toyota,RAV4,2023,35500.0,14063.0,Hatchback,Blanco,Excelente,471
Kia,Sorento,2022,23300.0,16647.0,Sedán,Negro,Excelente,465
Nissan,Sentra,2023,25600.0,20093.0,SUV,Rojo,Excelente,337
Chevrolet,Silverado,2017,29000.0,19446.0,Pickup,Blanco,Excelente,435
Toyota,RAV4,2018,18600.0,75574.0,SUV,Negro,Bueno,377
Toyota,Corolla,2016,,37775.0,Sedán,Blanco,Bueno,403
Toyota,RAV4,2019,20800.0,43051.0,Hatchback,Plateado,Bueno,380
Ford,Explorer,2023,32800.0,13151.0,SUV,Gris,Excelente,398
Kia,Forte,2022,26300.0,26539.0,Pickup,Gris,Excelente,384
Honda,Civic,2015,16700.0,6038.0,Sedán,Rojo,Excelente,472
BMW,X3,2022,49000.0,73960.0,Sedán,Gris,Bueno,218
Honda,Accord,2021,15700.0,138835.0,Pickup,Gris,Malo,339
Mercedes,C200,2022,39100.0,200000.0,Sedán,Negro,Malo,116
Volkswagen,Jetta,2016,,173354.0,Hatchback,Blanco,Malo,342
Toyota,RAV4,2015,20200.0,34970.0,Pickup,Negro,Bueno,489
Hyundai,Tucson,2020,10800.0,162170.0,SUV,Rojo,Malo,334
Ford,Explorer,2016,25200.0,21851.0,Pickup,Negro,Excelente,439
Kia,Forte,2020,26300.0,26082.0,Pickup,Plateado,Excelente,334
Ford,F-150,2022,30800.0,53658.0,Sedán,Blanco,Bueno,328
Chevrolet,Equinox,2015,23500.0,40220.0,Sedán,Plateado,Bueno,393
Volkswagen,Tiguan,2020,26100.0,10204.0,Hatchback,Gris,Excelente,434
BMW,530i,2023,41800.0,34289.0,Pickup,Rojo,Bueno,328
Toyota,RAV4,2023,25600.0,58999.0,Sedán,Azul,Bueno,360
Nissan,Rogue,2018,19300.0,11316.0,SUV,Negro,Excelente,338
Toyota,RAV4,2016,22000.0,27475.0,Pickup,Rojo,Excelente,408
Hyundai,Tucson,2017,16900.0,49175.0,Pickup,Plateado,Bueno,461
Volkswagen,Jetta,2023,26500.0,23178.0,Hatchback,Blanco,Excelente,386
Mercedes,C200,2023,62200.0,9861.0,Pickup,Gris,Excelente,213
Mercedes,GLE,2022,52100.0,37034.0,Pickup,Negro,Bueno,296
Kia,Forte,2018,16300.0,53473.0,Hatchback,Rojo,Bueno,364
Toyota,RAV4,2017,19700.0,37030.0,Hatchback,Azul,Bueno,371
BMW,320i,2019,40700.0,69474.0,Hatchback,Azul,Bueno,332
Toyota,RAV4,2022,25700.0,49740.0,Hatchback,Blanco,Bueno,363
Nissan,Altima,2021,10600.0,152178.0,SUV,Blanco,Malo,393
Toyota,Camry,2023,31500.0,11230.0,Sedán,Negro,Excelente,278
Nissan,Sentra,2021,17200.0,39850.0,Hatchback,Plateado,Bueno,356
Chevrolet,Equinox,2021,31700.0,33951.0,Hatchback,Negro,Bueno,390
Mercedes,GLE,2015,43900.0,28789.0,Hatchback,Gris,Excelente,251
Chevrolet,Malibu,2023,31300.0,22893.0,Pickup,Plateado,Excelente,333
Hyundai,Sonata,2023,26000.0,32191.0,Hatchback,Negro,Bueno,401
Toyota,Camry,2016,21900.0,27093.0,Hatchback,Azul,Excelente,427
Toyota,Camry,2021,26600.0,18095.0,Sedán,Gris,Excelente,327
Nissan,Altima,2015,7600.0,141316.0,Pickup,Azul,Malo,325
BMW,530i,2023,48800.0,73427.0,Sedán,Plateado,Bueno,251
Kia,Sorento,2017,21100.0,20845.0,Sedán,Azul,Excelente,400
Ford,Explorer,2019,29600.0,30827.0,Sedán,Rojo,Bueno,394
Chevrolet,Silverado,2015,25100.0,14940.0,Hatchback,Azul,Excelente,441
Volkswagen,Jetta,2017,21900.0,24584.0,SUV,Rojo,Excelente,385
Chevrolet,Equinox,2016,25300.0,54439.0,Pickup,Blanco,Bueno,381
Chevrolet,Silverado,2019,31300.0,40983.0,Pickup,Azul,Bueno,372
Ford,F-150,2021,31400.0,56818.0,Sedán,Gris,Bueno,347
BMW,X3,2018,35300.0,97028.0,SUV,Azul,Regular,297
Mercedes,E300,2023,58500.0,18392.0,Hatchback,Blanco,Excelente,285
Volkswagen,Tiguan,2016,23400.0,27572.0,Sedán,Plateado,Excelente,381
Mercedes,C200,2017,36500.0,137114.0,Hatchback,Azul,Malo,208
Volkswagen,Tiguan,2018,21200.0,86163.0,Hatchback,Plateado,Regular,367
Hyundai,Tucson,2019,16300.0,67155.0,Pickup,Plateado,Bueno,378
Mercedes,C200,2019,42700.0,109413.0,SUV,Plateado,Regular,244
Kia,Sportage,2022,27700.0,30798.0,SUV,Negro,Bueno,335
Hyundai,Sonata,2015,17000.0,49354.0,Hatchback,Azul,Bueno,360
Volkswagen,Golf,2017,,49496.0,Pickup,Gris,Bueno,370
BMW,530i,2020,45600.0,49224.0,Hatchback,Rojo,Bueno,331
Nissan,Rogue,2017,11200.0,135233.0,Sedán,Rojo,Malo,388
Ford,Explorer,2016,27900.0,67384.0,Pickup,Gris,Bueno,409
Honda,CR-V,2019,24200.0,55112.0,Hatchback,Plateado,Bueno,381
Kia,Sportage,2016,17000.0,32091.0,Sedán,Rojo,Bueno,399
BMW,530i,2023,44000.0,54413.0,Pickup,Blanco,Bueno,315
Nissan,Sentra,2022,18500.0,69897.0,SUV,Plateado,Bueno,459
Honda,Accord,2015,11800.0,52499.0,Hatchback,Plateado,Bueno,328
Mercedes,E300,2022,45200.0,147215.0,SUV,Negro,Malo,155
Chevrolet,Malibu,2022,32300.0,13369.0,Hatchback,Rojo,Excelente,354
Chevrolet,Equinox,2021,30100.0,45479.0,Sedán,Blanco,Bueno,351
Ford,Explorer,2018,31000.0,16427.0,Hatchback,Azul,Excelente,365
Chevrolet,Equinox,2019,17200.0,175477.0,SUV,Rojo,Malo,260
Volkswagen,Tiguan,2018,21500.0,10331.0,Hatchback,Gris,Excelente,387
Hyundai,Elantra,2022,21600.0,15384.0,Sedán,Rojo,Excelente,349
BMW,X3,2020,41100.0,113287.0,Pickup,Plateado,Regular,229
Honda,CR-V,2021,22200.0,63564.0,SUV,Negro,Bueno,372
Hyundai,Tucson,2022,22500.0,52200.0,Sedán,Negro,Bueno,364
Kia,Sorento,2019,18000.0,30180.0,SUV,Gris,Bueno,360
Hyundai,Elantra,2021,17300.0,90599.0,Pickup,Azul,Regular,392
Honda,Civic,2023,26400.0,38636.0,Pickup,Negro,Bueno,404
Nissan,Rogue,2018,20700.0,31749.0,Sedán,Rojo,Bueno,341
Volkswagen,Tiguan,2020,27800.0,18325.0,Pickup,Plateado,Excelente,380
Mercedes,C200,2017,47200.0,23007.0,Sedán,Plateado,Excelente,326
Hyundai,Sonata,2022,22800.0,35296.0,Pickup,Azul,Bueno,410
BMW,X3,2018,39900.0,60088.0,SUV,Rojo,Bueno,313
Volkswagen,Tiguan,2015,18700.0,49753.0,Pickup,Azul,Bueno,338
Toyota,Corolla,2022,20900.0,123279.0,Pickup,Negro,Regular,340
Nissan,Sentra,2015,13000.0,73354.0,SUV,Blanco,Bueno,340
Nissan,Sentra,2016,22900.0,28944.0,SUV,Azul,Excelente,373
Nissan,Sentra,2022,26100.0,16713.0,Pickup,Azul,Excelente,417
Nissan,Altima,2015,10800.0,93970.0,Pickup,Gris,Regular,393
Honda,Civic,2015,17100.0,76849.0,SUV,Plateado,Bueno,432
Ford,Explorer,2021,34500.0,17449.0,Sedán,Azul,Excelente,290
Hyundai,Sonata,2022,22500.0,35146.0,Hatchback,Blanco,Bueno,444
Toyota,RAV4,2017,18700.0,33054.0,Hatchback,Gris,Bueno,358
Nissan,Rogue,2015,15500.0,53730.0,SUV,Blanco,Bueno,416
Chevrolet,Malibu,2018,23800.0,59186.0,Pickup,Negro,Bueno,280
Ford,Escape,2022,32200.0,26795.0,Hatchback,Blanco,Excelente,299
Hyundai,Tucson,2018,16900.0,24070.0,SUV,Azul,Excelente,425
Kia,Sorento,2016,13200.0,21101.0,Pickup,Gris,Excelente,464
Hyundai,Elantra,2017,17700.0,68940.0,Hatchback,Negro,Bueno,369
Honda,CR-V,2016,15900.0,,Sedán,Plateado,Regular,300
Kia,Sportage,2017,16000.0,29394.0,Sedán,Blanco,Excelente,428
Chevrolet,Malibu,2018,27100.0,71763.0,Hatchback,Rojo,Bueno,338
Nissan,Rogue,2016,23900.0,12807.0,Hatchback,Negro,Excelente,402
Volkswagen,Jetta,2018,27700.0,12135.0,SUV,Azul,Excelente,350
BMW,530i,2019,42300.0,11946.0,Pickup,Negro,Excelente,338
Toyota,RAV4,2021,29000.0,14411.0,Sedán,Plateado,Excelente,436
Volkswagen,Tiguan,2023,30200.0,12553.0,Pickup,Rojo,Excelente,352
Kia,Forte,2021,18600.0,25908.0,Pickup,Negro,Excelente,431
Mercedes,GLE,2019,,70640.0,Hatchback,Plateado,Bueno,263
Toyota,Camry,2020,24900.0,24401.0,Sedán,Plateado,Excelente,422
Ford,Escape,2022,27800.0,82936.0,Sedán,Gris,Regular,232
Mercedes,C200,2020,52000.0,8990.0,Sedán,Negro,Excelente,286
Chevrolet,Malibu,2020,29600.0,59069.0,SUV,Azul,Bueno,325
Nissan,Rogue,2017,18200.0,72842.0,Hatchback,Rojo,Bueno,422
Ford,Escape,2022,30700.0,28855.0,Sedán,Gris,Excelente,325
Chevrolet,Silverado,2020,28000.0,57646.0,Hatchback,Gris,Bueno,314
Chevrolet,Silverado,2016,22600.0,42399.0,SUV,Rojo,Bueno,331
Ford,Explorer,2023,36300.0,22985.0,Sedán,Azul,Excelente,401
Nissan,Altima,2021,19300.0,93589.0,SUV,Negro,Regular,333
Honda,CR-V,2022,27500.0,45232.0,Hatchback,Gris,Bueno,283
Ford,Escape,2015,26700.0,63739.0,Sedán,Plateado,Bueno,314
Hyundai,Tucson,2017,12800.0,141030.0,Sedán,Gris,Malo,277
Volkswagen,Golf,2023,22300.0,55421.0,Pickup,Blanco,Bueno,311
Kia,Sorento,2017,5300.0,106095.0,Hatchback,Negro,Regular,444
Hyundai,Sonata,2023,20700.0,80362.0,Pickup,Blanco,Regular,322
Kia,Sportage,2017,14900.0,54414.0,Sedán,Azul,Bueno,394
Mercedes,C200,2021,52600.0,14491.0,Pickup,Blanco,Excelente,273
Ford,Escape,2017,27000.0,8189.0,SUV,Rojo,Excelente,352
Chevrolet,Equinox,2020,35500.0,45278.0,Hatchback,Plateado,Bueno,373
Hyundai,Elantra,2015,18200.0,16747.0,Sedán,Negro,Excelente,391
Chevrolet,Malibu,2019,33600.0,15467.0,Hatchback,Rojo,Excelente,303
BMW,320i,2017,41800.0,40363.0,Hatchback,Azul,Bueno,253
Nissan,Sentra,2018,14200.0,69501.0,Hatchback,Negro,Bueno,317
BMW,X3,2018,39500.0,46368.0,SUV,Plateado,Bueno,329
Chevrolet,Malibu,2018,24100.0,107648.0,Pickup,Blanco,Regular,331
Chevrolet,Silverado,2018,30200.0,19128.0,SUV,Negro,Excelente,447
Chevrolet,Silverado,2016,29400.0,13163.0,Sedán,Gris,Excelente,445
BMW,X3,2018,44300.0,37949.0,Hatchback,Plateado,Bueno,217
Nissan,Sentra,2022,21200.0,83877.0,Pickup,Negro,Regular,314
Toyota,Camry,2015,15400.0,57811.0,Hatchback,Rojo,Bueno,425
Ford,Escape,2022,33900.0,16904.0,SUV,Gris,Excelente,386
Toyota,Corolla,2016,14900.0,72403.0,Hatchback,Azul,Bueno,368
Volkswagen,Tiguan,2022,27500.0,23623.0,Sedán,Plateado,Excelente,399
Mercedes,C200,2018,42400.0,65058.0,Sedán,Rojo,Bueno,346
Volkswagen,Jetta,2023,34600.0,23347.0,Pickup,Rojo,Excelente,339
Chevrolet,Malibu,2016,26600.0,59252.0,Sedán,Rojo,Bueno,329
Chevrolet,Silverado,2021,34000.0,40193.0,Hatchback,Plateado,Bueno,338
Honda,Accord,2020,21700.0,16090.0,Sedán,Rojo,Excelente,435
Chevrolet,Malibu,2020,30100.0,29453.0,Sedán,Rojo,Excelente,361
BMW,530i,2021,47800.0,14839.0,Sedán,Azul,Excelente,169
Chevrolet,Equinox,2022,31300.0,22554.0,Pickup,Plateado,Excelente,410
Mercedes,GLE,2021,51500.0,87394.0,Pickup,Plateado,Regular,233
Honda,Civic,2019,20000.0,36611.0,Hatchback,Gris,Bueno,388
Nissan,Rogue,2020,20900.0,33997.0,Pickup,Blanco,Bueno,429
Toyota,Corolla,2018,18400.0,58659.0,Hatchback,Gris,Bueno,436
BMW,530i,2018,39800.0,62414.0,Pickup,Plateado,Bueno,344
Kia,Sportage,2018,16600.0,40644.0,SUV,Negro,Bueno,391
Ford,Escape,2021,33200.0,45560.0,Hatchback,Gris,Bueno,378
Nissan,Altima,2020,18900.0,41676.0,SUV,Blanco,Bueno,424
Volkswagen,Jetta,2017,17200.0,81181.0,Pickup,Azul,Regular,412
BMW,X3,2019,46400.0,23987.0,Pickup,Plateado,Excelente,302
Volkswagen,Golf,2020,26900.0,49962.0,Sedán,Negro,Bueno,282
Kia,Sportage,2017,18500.0,10973.0,Pickup,Plateado,Excelente,388
Chevrolet,Silverado,2022,17900.0,196975.0,Hatchback,Negro,Malo,348
Mercedes,E300,2023,45500.0,133175.0,Hatchback,Azul,Malo,180
Honda,Accord,2018,19700.0,26748.0,Sedán,Rojo,Excelente,385
Mercedes,GLE,2018,48300.0,48515.0,Sedán,Gris,Bueno,309
Chevrolet,Malibu,2018,26700.0,14118.0,Hatchback,Rojo,Excelente,393
Ford,Explorer,2018,30500.0,51504.0,SUV,Plateado,Bueno,349
Honda,Accord,2018,20100.0,74543.0,Pickup,Negro,Bueno,319
Volkswagen,Golf,2020,22800.0,72543.0,SUV,Plateado,Bueno,407
BMW,X3,2023,40900.0,112537.0,Pickup,Negro,Regular,230
Chevrolet,Equinox,2019,32400.0,19036.0,Hatchback,Plateado,Excelente,363
BMW,X3,2015,33100.0,90858.0,SUV,Azul,Regular,262
Hyundai,Tucson,2016,6200.0,85854.0,Sedán,Gris,Regular,346
Nissan,Rogue,2021,26200.0,43427.0,Hatchback,Gris,Bueno,382
Volkswagen,Golf,2021,24400.0,34198.0,Pickup,Negro,Bueno,366
Ford,Escape,2020,33500.0,40395.0,Hatchback,Rojo,Bueno,318
Ford,F-150,2017,29600.0,16343.0,Sedán,Rojo,Excelente,368
BMW,320i,2021,41000.0,19470.0,SUV,Gris,Excelente,374
Hyundai,Elantra,2023,16600.0,,Sedán,Rojo,Malo,279
Kia,Sorento,2020,17000.0,66527.0,Pickup,Rojo,Bueno,358
Kia,Sorento,2022,27200.0,33009.0,Hatchback,Blanco,Bueno,324
Chevrolet,Malibu,2023,35300.0,18176.0,Hatchback,Plateado,Excelente,363
BMW,320i,2018,44800.0,22435.0,Sedán,Negro,Excelente,248
Honda,CR-V,2023,26100.0,57182.0,Hatchback,Blanco,Bueno,351
Toyota,RAV4,2021,23300.0,55242.0,Pickup,Rojo,Bueno,405
Toyota,RAV4,2018,16200.0,100884.0,SUV,Azul,Regular,437
Nissan,Altima,2020,25000.0,16076.0,SUV,Azul,Excelente,452
Kia,Forte,2015,14500.0,25315.0,Pickup,Plateado,Excelente,504
Honda,CR-V,2015,13700.0,58021.0,Hatchback,Gris,Bueno,370
Hyundai,Sonata,2021,,75566.0,Sedán,Azul,Bueno,422
Kia,Sorento,2019,16000.0,66924.0,Hatchback,Azul,Bueno,339
Mercedes,C200,2015,38600.0,60275.0,SUV,Plateado,Bueno,296
Honda,CR-V,2021,25200.0,44631.0,Sedán,Rojo,Bueno,333
Hyundai,Elantra,2017,11200.0,113215.0,SUV,Gris,Regular,293
Honda,Civic,2016,14000.0,54192.0,Sedán,Blanco,Bueno,434
Volkswagen,Golf,2015,19600.0,27002.0,Sedán,Azul,Excelente,450
Mercedes,C200,2020,51100.0,54193.0,SUV,Plateado,Bueno,219
Kia,Sportage,2022,25800.0,28488.0,Hatchback,Blanco,Excelente,398
Ford,F-150,2018,31300.0,63575.0,SUV,Azul,Bueno,354
Chevrolet,Malibu,2023,23400.0,107852.0,Hatchback,Blanco,Regular,277
Chevrolet,Equinox,2016,25000.0,56913.0,SUV,Negro,Bueno,361
Ford,F-150,2021,33900.0,13184.0,Sedán,Azul,Excelente,370
Honda,Civic,2021,21600.0,51592.0,Pickup,Plateado,Bueno,357
Chevrolet,Silverado,2017,24500.0,34957.0,Hatchback,Blanco,Bueno,348
Chevrolet,Equinox,2023,35300.0,28928.0,Hatchback,Plateado,Excelente,299
Ford,F-150,2023,27700.0,115211.0,Hatchback,Rojo,Regular,278
Ford,Escape,2015,26400.0,30373.0,Hatchback,Blanco,Bueno,386
Mercedes,GLE,2021,,94577.0,Hatchback,Gris,Regular,150
Volkswagen,Golf,2017,23900.0,30939.0,SUV,Gris,Bueno,392
Volkswagen,Jetta,2020,26500.0,61242.0,Pickup,Blanco,Bueno,316
Toyota,Camry,2022,22400.0,56333.0,Pickup,Gris,Bueno,405
Toyota,RAV4,2020,27900.0,12310.0,Sedán,Blanco,Excelente,365
Honda,CR-V,2018,18500.0,49623.0,Sedán,Gris,Bueno,478
Chevrolet,Equinox,2017,23500.0,87590.0,Pickup,Blanco,Regular,344
Hyundai,Sonata,2016,15200.0,33387.0,Pickup,Negro,Bueno,404
Chevrolet,Equinox,2022,30000.0,63259.0,Hatchback,Azul,Bueno,341
Chevrolet,Silverado,2015,22600.0,11775.0,SUV,Negro,Excelente,350
Mercedes,E300,2021,51100.0,45803.0,SUV,Blanco,Bueno,254
Hyundai,Tucson,2018,20400.0,30728.0,SUV,Blanco,Bueno,374
Toyota,Corolla,2021,26800.0,68361.0,Sedán,Blanco,Bueno,369
BMW,320i,2018,40900.0,,Sedán,Gris,Excelente,308
Chevrolet,Malibu,2020,29000.0,75670.0,Sedán,Negro,Bueno,359
Nissan,Sentra,2015,8200.0,67320.0,Pickup,Gris,Bueno,420
Toyota,Corolla,2023,25300.0,75138.0,SUV,Plateado,Bueno,320
Toyota,Camry,2021,21600.0,87751.0,Pickup,Negro,Regular,403
Volkswagen,Golf,2022,29200.0,19940.0,SUV,Gris,Excelente,403
BMW,X3,2023,47700.0,7182.0,SUV,Blanco,Excelente,309
Nissan,Rogue,2020,5600.0,177906.0,SUV,Blanco,Malo,331
Honda,CR-V,2015,18200.0,23230.0,Hatchback,Gris,Excelente,420
Kia,Sportage,2017,11300.0,76382.0,Pickup,Blanco,Bueno,397
BMW,320i,2020,46500.0,8494.0,Pickup,Rojo,Excelente,307
BMW,530i,2016,37600.0,31623.0,Pickup,Negro,Bueno,330
Volkswagen,Tiguan,2015,17400.0,38354.0,Sedán,Plateado,Bueno,470
BMW,X3,2020,40600.0,76805.0,SUV,Azul,Bueno,272
Nissan,Rogue,2015,19100.0,15740.0,Sedán,Negro,Excelente,405
Nissan,Altima,2015,18600.0,45927.0,SUV,Gris,Bueno,366
Ford,Explorer,2016,29400.0,34653.0,Pickup,Blanco,Bueno,373
Toyota,Camry,2018,24200.0,53607.0,SUV,Rojo,Bueno,377
BMW,X3,2015,41700.0,34058.0,Hatchback,Blanco,Bueno,251
Toyota,Corolla,2016,23400.0,38517.0,SUV,Negro,Bueno,331
Toyota,RAV4,2023,23900.0,51872.0,Sedán,Blanco,Bueno,371
Hyundai,Elantra,2023,28900.0,6160.0,Hatchback,Blanco,Excelente,355
Toyota,Camry,2016,11200.0,159942.0,Pickup,Azul,Malo,393
Hyundai,Tucson,2015,18800.0,15281.0,Sedán,Blanco,Excelente,348
Toyota,Camry,2018,18000.0,147226.0,Hatchback,Blanco,Malo,380
BMW,530i,2017,43700.0,18470.0,SUV,Azul,Excelente,306
Ford,Escape,2015,17100.0,117500.0,Hatchback,Gris,Regular,267
Toyota,RAV4,2017,8800.0,200000.0,SUV,Rojo,Malo,327
Hyundai,Elantra,2020,24600.0,34321.0,Pickup,Rojo,Bueno,301
Mercedes,E300,2023,54500.0,18843.0,SUV,Blanco,Excelente,229
Chevrolet,Equinox,2017,19600.0,161383.0,Sedán,Rojo,Malo,310
Volkswagen,Jetta,2022,24800.0,63436.0,SUV,Blanco,Bueno,346
Nissan,Rogue,2021,20600.0,33520.0,Pickup,Plateado,Bueno,397
Ford,Explorer,2022,25400.0,79354.0,Sedán,Plateado,Bueno,369
Mercedes,C200,2018,51600.0,11243.0,Sedán,Gris,Excelente,327
Hyundai,Sonata,2017,21400.0,31020.0,Pickup,Gris,Bueno,345
Volkswagen,Jetta,2021,21200.0,76052.0,Sedán,Negro,Bueno,375
BMW,320i,2023,47900.0,49925.0,Pickup,Plateado,Bueno,278
Nissan,Altima,2020,24900.0,42054.0,Sedán,Blanco,Bueno,372
Ford,Escape,2017,24000.0,,SUV,Azul,Bueno,382
Mercedes,C200,2018,48200.0,44344.0,SUV,Plateado,Bueno,276
Hyundai,Elantra,2017,24900.0,41850.0,Pickup,Rojo,Bueno,321
BMW,X3,2019,38700.0,83731.0,Sedán,Plateado,Regular,331
Mercedes,GLE,2019,47700.0,80873.0,Hatchback,Blanco,Regular,236
Toyota,Corolla,2020,15300.0,94337.0,Pickup,Plateado,Regular,350
Volkswagen,Tiguan,2015,21300.0,58070.0,Sedán,Plateado,Bueno,320
BMW,320i,2021,45100.0,42849.0,Hatchback,Negro,Bueno,350
Volkswagen,Tiguan,2023,29200.0,79106.0,SUV,Blanco,Bueno,311
BMW,X3,2018,37900.0,38991.0,Hatchback,Azul,Bueno,348
BMW,X3,2021,44000.0,70612.0,Sedán,Azul,Bueno,309
Hyundai,Elantra,2018,11000.0,96181.0,Pickup,Gris,Regular,265
Mercedes,C200,2022,54300.0,31372.0,SUV,Plateado,Bueno,206
Mercedes,C200,2017,45600.0,30155.0,Pickup,Rojo,Bueno,294
Honda,CR-V,2016,22400.0,31385.0,Hatchback,Plateado,Bueno,372
Kia,Sorento,2019,16100.0,42576.0,Pickup,Negro,Bueno,355
Hyundai,Sonata,2021,16400.0,77741.0,SUV,Blanco,Bueno,387
Chevrolet,Equinox,2019,12900.0,200000.0,Pickup,Azul,Malo,284
Nissan,Rogue,2018,11300.0,94040.0,Sedán,Rojo,Regular,343
Kia,Forte,2020,18200.0,54677.0,SUV,Negro,Bueno,389
Nissan,Altima,2020,24800.0,20050.0,Sedán,Gris,Excelente,334
Volkswagen,Golf,2023,30600.0,19535.0,Pickup,Negro,Excelente,336
Mercedes,E300,2016,44400.0,14613.0,Sedán,Gris,Excelente,289
Kia,Forte,2019,25500.0,17968.0,SUV,Blanco,Excelente,406
Chevrolet,Silverado,2023,32900.0,20065.0,Hatchback,Rojo,Excelente,382
BMW,X3,2015,38800.0,21229.0,Pickup,Plateado,Excelente,322
Volkswagen,Tiguan,2021,27100.0,11321.0,Sedán,Gris,Excelente,454
Kia,Sorento,2021,24100.0,,Pickup,Gris,Excelente,381
Honda,CR-V,2022,29600.0,39922.0,Pickup,Gris,Bueno,364
Chevrolet,Malibu,2018,22200.0,75644.0,Sedán,Rojo,Bueno,343
Volkswagen,Golf,2020,,48519.0,Sedán,Negro,Bueno,303
BMW,320i,2017,41200.0,27715.0,Hatchback,Gris,Excelente,284
Nissan,Sentra,2019,16300.0,31942.0,Pickup,Azul,Bueno,389
Volkswagen,Tiguan,2020,24200.0,,Sedán,Plateado,Excelente,383
BMW,X3,2019,,9881.0,Pickup,Rojo,Excelente,327
Hyundai,Tucson,2017,13700.0,78968.0,Sedán,Rojo,Bueno,419
Volkswagen,Tiguan,2020,21400.0,116818.0,Hatchback,Plateado,Regular,320
Nissan,Altima,2020,12400.0,106320.0,Sedán,Gris,Regular,389
Toyota,Camry,2017,18500.0,89708.0,Pickup,Rojo,Regular,240
Chevrolet,Silverado,2016,23900.0,29375.0,Sedán,Azul,Excelente,442
Toyota,RAV4,2023,32400.0,11633.0,SUV,Negro,Excelente,433
Chevrolet,Silverado,2015,,14544.0,Sedán,Azul,Excelente,347
Nissan,Altima,2019,5500.0,153534.0,Sedán,Rojo,Malo,388
Mercedes,C200,2019,51800.0,10451.0,Hatchback,Plateado,Excelente,278
BMW,X3,2023,47300.0,63338.0,Pickup,Blanco,Bueno,273
Toyota,RAV4,2023,26100.0,74420.0,Pickup,Gris,Bueno,252
Chevrolet,Silverado,2019,28600.0,23218.0,Hatchback,Plateado,Excelente,350
Nissan,Altima,2016,14900.0,96030.0,Sedán,Azul,Regular,415
Honda,Accord,2016,19000.0,,Sedán,Gris,Excelente,377
Kia,Sportage,2022,14500.0,160739.0,SUV,Rojo,Malo,429
Nissan,Sentra,2016,14900.0,47968.0,Sedán,Plateado,Bueno,387
Nissan,Rogue,2022,25500.0,21083.0,Sedán,Rojo,Excelente,301
Honda,Accord,2020,17500.0,,SUV,Rojo,Bueno,282
Volkswagen,Jetta,2018,23300.0,29873.0,Pickup,Negro,Excelente,424
Mercedes,GLE,2020,39300.0,200000.0,SUV,Plateado,Malo,165
Honda,Civic,2016,22900.0,28334.0,Hatchback,Negro,Excelente,324
Chevrolet,Malibu,2021,27800.0,66715.0,SUV,Blanco,Bueno,280
Ford,F-150,2022,25900.0,95673.0,Hatchback,Blanco,Regular,284
Hyundai,Elantra,2018,19700.0,67939.0,Hatchback,Blanco,Bueno,325
Ford,F-150,2023,24700.0,200000.0,SUV,Plateado,Malo,198
Nissan,Rogue,2017,17000.0,83642.0,Pickup,Azul,Regular,408
Kia,Forte,2019,19300.0,44420.0,Sedán,Gris,Bueno,449
Ford,F-150,2021,32700.0,17555.0,Pickup,Gris,Excelente,425
Nissan,Sentra,2016,8600.0,131001.0,Hatchback,Blanco,Malo,366
Nissan,Rogue,2015,18100.0,40379.0,SUV,Negro,Bueno,335
Mercedes,C200,2015,39000.0,,Pickup,Azul,Regular,352
Nissan,Altima,2020,18900.0,16655.0,Pickup,Negro,Excelente,410
Honda,CR-V,2015,13700.0,17427.0,Pickup,Azul,Excelente,512
Nissan,Sentra,2021,15400.0,92219.0,Sedán,Gris,Regular,407
Volkswagen,Golf,2019,27000.0,13949.0,Pickup,Negro,Excelente,404
Ford,F-150,2020,26300.0,53088.0,Hatchback,Azul,Bueno,255
Chevrolet,Equinox,2015,12900.0,200000.0,Pickup,Plateado,Malo,308
Honda,CR-V,2018,17700.0,87061.0,Pickup,Rojo,Regular,401
Nissan,Sentra,2023,22200.0,76494.0,SUV,Plateado,Bueno,334
Volkswagen,Jetta,2023,28400.0,31261.0,Sedán,Blanco,Bueno,300
Mercedes,C200,2017,48400.0,43439.0,SUV,Plateado,Bueno,300
Volkswagen,Jetta,2015,17400.0,13989.0,Sedán,Negro,Excelente,329
